SN,BodyStyle,RatingClass,Cutaway,Finish,TopWood,TopTone,TopOvertones,BackSideWood,BackTone,BackOvertones,TopFrequency,BackFrequency,FundamentalFrequency,NeckWood
477,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,180,222,101.955,Mahogany
478,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,181,223,102.4625,Mahogany
479,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,182,225,103.2225,Mahogany
480,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,183,224,103.225,Mahogany
481,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
482,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
483,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
484,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
485,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
486,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Mahogany,9,7,179,222,101.7,Mahogany
487,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Mahogany,9,7,180,222,101.955,Mahogany
488,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Mahogany,9,7,181,223,102.4625,Mahogany
489,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Mahogany,9,7,182,225,103.2225,Mahogany
490,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Mahogany,9,7,183,224,103.225,Mahogany
491,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
492,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
493,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
494,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
495,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
496,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,179,222,101.7,Mahogany
497,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,180,222,101.955,Mahogany
498,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,181,223,102.4625,Mahogany
499,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,182,225,103.2225,Mahogany
500,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,183,224,103.225,Mahogany
501,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
502,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
503,Olympus,Bad,No,Oil,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
504,Olympus,Bad,No,Oil,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
505,Olympus,Bad,No,Oil,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
506,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Koa,9.2,8,179,222,101.7,Mahogany
507,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Koa,9.2,8,180,222,101.955,Mahogany
508,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Koa,9.2,8,181,223,102.4625,Mahogany
509,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Koa,9.2,8,182,225,103.2225,Mahogany
510,Olympus,Good,No,Oil,Sunken Redwood,8.4,10,Figured Koa,9.2,8,183,224,103.225,Mahogany
511,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
512,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
513,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
514,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
515,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
516,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Mahogany,9,7,179,222,101.7,Mahogany
517,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Mahogany,9,7,180,222,101.955,Mahogany
518,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Mahogany,9,7,181,223,102.4625,Mahogany
519,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Mahogany,9,7,182,225,103.2225,Mahogany
520,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Mahogany,9,7,183,224,103.225,Mahogany
521,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
522,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
523,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
524,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
525,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
526,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,179,222,101.7,Mahogany
527,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,180,222,101.955,Mahogany
528,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,181,223,102.4625,Mahogany
529,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,182,225,103.2225,Mahogany
530,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,183,224,103.225,Mahogany
531,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
532,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
533,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
534,Olympus,Bad,No,Oil,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
535,Olympus,Bad,No,Oil,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
536,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Koa,9.2,8,179,222,101.7,Mahogany
537,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Koa,9.2,8,180,222,101.955,Mahogany
538,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Koa,9.2,8,181,223,102.4625,Mahogany
539,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Koa,9.2,8,182,225,103.2225,Mahogany
540,Olympus,Good,No,Oil,Western Red Cedar,8.7,10,Figured Koa,9.2,8,183,224,103.225,Mahogany
541,Olympus,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,179,222,101.7,Maple
542,Olympus,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,180,222,101.955,Maple
543,Olympus,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,181,223,102.4625,Maple
544,Olympus,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,182,225,103.2225,Maple
545,Olympus,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,183,224,103.225,Maple
546,Olympus,Good,No,Oil,Mahogany,8.7,7,Mahogany,9,7,179,222,101.7,Mahogany
547,Olympus,Good,No,Oil,Mahogany,8.7,7,Mahogany,9,7,180,222,101.955,Mahogany
548,Olympus,Good,No,Oil,Mahogany,8.7,7,Mahogany,9,7,181,223,102.4625,Mahogany
549,Olympus,Good,No,Oil,Mahogany,8.7,7,Mahogany,9,7,182,225,103.2225,Mahogany
550,Olympus,Good,No,Oil,Mahogany,8.7,7,Mahogany,9,7,183,224,103.225,Mahogany
551,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
552,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
553,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
554,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
555,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
556,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
557,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
558,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
559,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
560,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
561,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
562,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
563,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
564,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
565,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
566,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
567,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
568,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
569,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
570,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
571,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
572,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
573,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
574,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
575,Rainier,Bad,No,Oil,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
576,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
577,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
578,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
579,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
580,Rainier,Good,No,Oil,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
581,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
582,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
583,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
584,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
585,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
586,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
587,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
588,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
589,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
590,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
591,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
592,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
593,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
594,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
595,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
596,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
597,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
598,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
599,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
600,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
601,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
602,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
603,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
604,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
605,Rainier,Bad,No,Oil,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
606,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
607,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
608,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
609,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
610,Rainier,Good,No,Oil,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
611,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
612,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
613,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
614,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
615,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
616,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
617,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
618,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
619,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
620,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
621,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
622,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
623,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
624,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
625,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
626,Rainier,Bad,No,Oil,Sunken Redwood,8.1,10,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
627,Rainier,Bad,No,Oil,Sunken Redwood,8.1,10,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
628,Rainier,Bad,No,Oil,Sunken Redwood,8.1,10,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
629,Rainier,Bad,No,Oil,Sunken Redwood,8.1,10,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
630,Rainier,Bad,No,Oil,Sunken Redwood,8.1,10,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
631,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
632,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
633,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
634,Rainier,Bad,No,Oil,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
635,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
636,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
637,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
638,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
639,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
640,Rainier,Good,No,Oil,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
641,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
642,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
643,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
644,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
645,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
646,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
647,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
648,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
649,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
650,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
651,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
652,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
653,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
654,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
655,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
656,Rainier,Bad,No,Oil,Western Red Cedar,8.2,10,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
657,Rainier,Bad,No,Oil,Western Red Cedar,8.2,10,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
658,Rainier,Bad,No,Oil,Western Red Cedar,8.2,10,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
659,Rainier,Bad,No,Oil,Western Red Cedar,8.2,10,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
660,Rainier,Bad,No,Oil,Western Red Cedar,8.2,10,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
661,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
662,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
663,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
664,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
665,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
666,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
667,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
668,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
669,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
670,Rainier,Good,No,Oil,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
671,Rainier,Good,No,Oil,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,175,215,90.95402299,Maple
672,Rainier,Good,No,Oil,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,174,216,90.95172414,Maple
673,Rainier,Good,No,Oil,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,176,214,90.95632184,Maple
674,Rainier,Good,No,Oil,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,175,217,91.4183908,Maple
675,Rainier,Good,No,Oil,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,173,218,91.1816092,Maple
676,Rainier,Good,No,Oil,Mahogany,8.9,7.9,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
677,Rainier,Good,No,Oil,Mahogany,8.9,7.9,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
678,Rainier,Good,No,Oil,Mahogany,8.9,7.9,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
679,Rainier,Good,No,Oil,Mahogany,8.9,7.9,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
680,Rainier,Good,No,Oil,Mahogany,8.9,7.9,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
681,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
682,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
683,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
684,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
685,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
686,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,182,226,108.9210526,Mahogany
687,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,183,227,109.4552632,Mahogany
688,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,184,228,109.9894737,Mahogany
689,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,185,229,110.5236842,Mahogany
690,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,186,230,111.0578947,Mahogany
691,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
692,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
693,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
694,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
695,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
696,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
697,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
